verb,noun,item,n_kwics,coll_freq,logDice,usage,noun_concreteness,noun_synset_len,verb_synset_len,snd3,snd10,snd25,snd50,queried_by_verb,queried_by_noun,n_nouns_for_verb,n_verbs_for_noun
eliminate,terrorist,eliminate terrorist,100,Not found,Not found,Not found,3.64,1,7,85.007,132.96,160.49,178.63,0,1,28,90
email,resume,email resume,100,1742,7.4,email your resume to,4.0,2,1,27.161,37.773,42.021,44.429,0,1,1,88
embed,image,embed image,100,10138,5.97,embedded images,3.85,9,2,179.93,316.21,370.25,403.89,0,1,2,95
embed,window,embed window,100,3634,5.41,Windows Embedded,4.86,8,2,140.8,244.66,291.16,317.16,0,1,2,95
embezzle,fund,embezzle fund,100,4751,6.11,embezzling funds,3.18,3,1,147.28,207.45,229.19,247.48,0,1,1,94
embody,hope,embody hope,100,1182,4.66,embodies hope,1.25,6,3,166.95,241.91,272.45,287.77,0,1,2,93
embody,passion,embody passion,100,748,4.55,embodies the passion,2.3,7,3,119.78,201.4,232.88,253.47,0,1,2,95
embolden,terrorist,embolden terrorist,100,509,5.85,embolden the terrorists,3.64,1,1,85.007,132.96,160.49,178.63,0,1,1,90
embrace,agenda,embrace agenda,100,1756,5.15,agenda embraced,2.66,2,3,133.95,192.96,217.15,230.81,0,1,15,93
embrace,challenge,embrace challenge,100,8752,6.04,embrace the challenge,2.11,5,3,158.7,224.89,250.88,263.63,0,1,15,93
embrace,change,embrace change,100,20979,6.46,embrace change,2.89,10,3,169.83,260.43,300.98,324.77,0,1,15,97
embrace,darkness,embrace darkness,100,Not found,Not found,Not found,3.85,6,3,114.39,168.09,194.04,209.34,0,1,15,78
embrace,hate,embrace hate,100,Not found,Not found,Not found,1.97,1,3,60.282,84.845,95.871,102.6,0,1,15,58
embrace,idea,embrace idea,100,18371,6.13,embrace the idea,1.61,5,3,186.11,292.47,339.77,365.76,0,1,15,99
embrace,joy,embrace joy,100,Not found,Not found,Not found,2.37,2,3,107.12,161.36,189.58,205.58,0,1,15,88
embrace,living,embrace living,100,Not found,Not found,Not found,3.04,4,3,118.05,167.4,183.13,190.2,0,1,15,68
embrace,myth,embrace myth,100,Not found,Not found,Not found,2.17,1,3,129.8,193.08,219.75,234.87,0,1,15,90
embrace,nonsense,embrace nonsense,100,Not found,Not found,Not found,2.38,2,3,61.401,95.296,109.2,118.44,0,1,15,73
embrace,passion,embrace passion,100,Not found,Not found,Not found,2.3,7,3,119.78,201.4,232.88,253.47,0,1,15,95
embrace,potential,embrace potential,100,1954,4.48,embrace the potential,1.91,2,3,154.16,221.87,249.35,265.29,0,1,15,97
embrace,responsibility,embrace responsibility,100,2693,4.87,embrace the responsibility,1.4,3,3,139.46,206.54,231.4,249.11,0,1,15,94
embrace,silence,embrace silence,100,Not found,Not found,Not found,3.33,4,3,107.25,151.56,168.73,179.07,0,1,15,76
embrace,territory,embrace territory,100,Not found,Not found,Not found,3.41,3,3,170.99,267.54,308.58,331.65,0,1,15,91
emerge,winner,emerge winner,100,6198,6.5,emerged the winner,3.21,3,5,161.86,268.28,315.83,341.99,0,1,1,92
emit,flame,emit flame,100,655,5.15,emit flames,4.67,1,3,93.561,139.75,160.47,173.35,0,1,3,81
emit,perfume,emit perfume,100,Not found,Not found,Not found,4.66,2,3,55.569,89.838,104.75,115.12,0,1,3,34
emit,tone,emit tone,100,1327,5.4,emit a tone,3.07,10,3,168.02,248.56,285.18,303.36,0,1,3,94
emphasize,fact,emphasize fact,100,10387,6.36,emphasize the fact that,2.72,4,2,254.34,365.67,419.85,450.64,0,1,3,98
emphasize,responsibility,emphasize responsibility,100,2242,4.73,emphasizes the responsibility,1.4,3,2,139.46,206.54,231.4,249.11,0,1,3,94
emphasize,skill,emphasize skill,100,5265,5.24,skills are emphasized,2.17,2,2,158.2,237.46,270.14,289.39,0,1,3,86
employ,army,employ army,100,Not found,Not found,Not found,4.7,3,2,127.38,213.56,259.99,294.17,0,1,6,96
employ,mixture,employ mixture,100,Not found,Not found,Not found,3.79,5,2,173.87,303.73,353.4,380.67,0,1,6,93
employ,officer,employ officer,100,7030,6.0,officers employed,4.8,4,2,200.25,288.09,326.95,352.01,0,1,6,91
employ,skill,employ skill,100,5282,4.93,skills employed,2.17,2,2,158.2,237.46,270.14,289.39,0,1,6,86
employ,talent,employ talent,100,Not found,Not found,Not found,2.19,2,2,149.46,215.84,243.88,261.1,0,1,6,94
employ,terror,employ terror,100,Not found,Not found,Not found,2.43,4,2,89.753,127.38,141.12,150.15,0,1,6,78
empower,voter,empower voter,100,Not found,Not found,Not found,3.93,1,2,113.27,163.03,184.22,197.0,0,1,1,88
empty,basket,empty basket,100,805,6.05,empty the basket,5.0,4,5,92.968,137.82,159.48,172.87,0,1,4,88
empty,can,empty can,100,1662,7.01,emptying trash cans,4.55,6,5,58.316,89.046,104.16,112.97,0,1,4,83
empty,inbox,empty inbox,100,Not found,Not found,Not found,4.1,0,5,33.769,47.055,52.52,55.362,0,1,4,25
empty,mind,empty mind,100,3586,5.7,empty your mind,2.5,7,5,197.15,276.78,313.43,334.55,0,1,4,98
emulate,success,emulate success,100,2831,5.32,to emulate the success of,2.21,4,3,194.18,295.66,331.23,349.41,0,1,1,97
enable,abuse,enable abuse,100,Not found,Not found,Not found,2.71,3,1,95.851,150.62,181.18,201.53,0,1,17,92
enable,child,enable child,100,16771,5.59,enable children,4.78,4,1,201.04,295.22,346.37,384.22,0,1,17,97
enable,conversation,enable conversation,100,Not found,Not found,Not found,3.28,1,1,166.81,255.38,299.17,324.56,0,1,17,98
enable,discussion,enable discussion,100,Not found,Not found,Not found,3.07,2,1,180.21,295.44,351.36,377.72,0,1,17,98
enable,gate,enable gate,100,Not found,Not found,Not found,4.96,4,1,143.81,229.28,265.02,282.2,0,1,17,91
enable,living,enable living,100,Not found,Not found,Not found,3.04,4,1,118.05,167.4,183.13,190.2,0,1,17,68
enable,log,enable log,100,Not found,Not found,Not found,4.96,5,1,107.86,149.58,163.52,170.97,0,1,17,93
enable,officer,enable officer,100,Not found,Not found,Not found,4.8,4,1,200.25,288.09,326.95,352.01,0,1,17,91
enable,party,enable party,100,7177,5.14,enable the parties,3.89,5,1,161.4,244.31,287.75,312.33,0,1,17,92
enable,phone,enable phone,100,Not found,Not found,Not found,4.86,3,1,132.03,200.44,232.92,254.36,0,1,17,97
enable,player,enable player,100,12343,5.66,enables players,4.15,5,1,226.69,338.56,382.77,407.1,0,1,17,94
enable,privacy,enable privacy,100,Not found,Not found,Not found,1.5,2,1,60.69,97.554,110.21,116.38,0,1,17,93
enable,satellite,enable satellite,100,Not found,Not found,Not found,4.73,3,1,85.82,137.67,159.56,170.31,0,1,17,67
enable,success,enable success,100,Not found,Not found,Not found,2.21,4,1,194.18,295.66,331.23,349.41,0,1,17,97
enable,terrorist,enable terrorist,100,Not found,Not found,Not found,3.64,1,1,85.007,132.96,160.49,178.63,0,1,17,90
enable,trust,enable trust,100,Not found,Not found,Not found,2.04,6,1,146.8,212.51,243.01,258.24,0,1,17,95
enable,voter,enable voter,100,Not found,Not found,Not found,3.93,1,1,113.27,163.03,184.22,197.0,0,1,17,88
enact,agenda,enact agenda,100,1625,5.66,enact his agenda,2.66,2,2,133.95,192.96,217.15,230.81,0,1,6,93
enact,ban,enact ban,100,4921,7.53,ban was enacted,2.37,5,2,108.72,169.3,203.52,222.15,0,1,6,92
enact,change,enact change,100,14893,6.08,enact change,2.89,10,2,169.83,260.43,300.98,324.77,0,1,6,97
enact,law,enact law,100,72853,9.19,laws enacted,2.57,7,2,136.56,216.4,271.88,309.43,0,1,6,95
enact,rule,enact rule,100,6277,5.81,rules enacted,2.57,12,2,177.48,280.06,326.59,358.7,0,1,6,96
enact,tax,enact tax,100,3809,5.8,tax enacted,3.89,1,2,84.254,125.94,147.02,164.68,0,1,6,91
encircle,throat,encircle throat,100,204,4.71,encircled her throat,4.97,4,2,78.256,118.6,144.46,163.8,0,1,1,82
enclose,area,enclose area,100,21583,6.58,enclosed area,3.72,6,4,263.68,404.24,463.02,501.91,0,1,2,88
enclose,resume,enclose resume,100,1030,5.76,enclosed resume,4.0,2,4,27.161,37.773,42.021,44.429,0,1,2,88
encompass,area,encompass area,100,13877,5.93,encompasses an area,3.72,6,1,263.68,404.24,463.02,501.91,0,1,1,88
encounter,challenge,encounter challenge,100,12841,6.64,challenges encountered,2.11,5,5,158.7,224.89,250.88,263.63,0,1,5,93
encounter,controversy,encounter controversy,100,Not found,Not found,Not found,2.29,1,5,146.19,222.23,259.61,281.54,0,1,5,84
encounter,enemy,encounter enemy,100,4323,6.21,encountered the enemy,2.83,4,5,148.22,227.71,259.5,276.9,0,1,5,96
encounter,racism,encounter racism,100,Not found,Not found,Not found,2.36,2,5,94.579,134.49,155.54,172.51,0,1,5,86
encounter,situation,encounter situation,100,11538,6.82,encounter situations,2.03,5,5,186.49,274.89,314.53,332.46,0,1,5,98
encourage,abuse,encourage abuse,100,Not found,Not found,Not found,2.71,3,3,95.851,150.62,181.18,201.53,0,1,27,92
encourage,child,encourage child,100,56783,7.38,encourage children,4.78,4,3,201.04,295.22,346.37,384.22,0,1,27,97
encourage,competition,encourage competition,100,6795,5.5,encourage competition,3.86,4,3,146.29,235.72,281.35,307.68,0,1,27,90
encourage,confidence,encourage confidence,100,Not found,Not found,Not found,2.17,5,3,114.6,160.91,178.32,187.72,0,1,27,95
encourage,conversation,encourage conversation,100,7268,5.55,encourage conversation,3.28,1,3,166.81,255.38,299.17,324.56,0,1,27,98
encourage,debate,encourage debate,100,Not found,Not found,Not found,3.18,2,3,184.93,291.91,338.79,365.58,0,1,27,94
encourage,discussion,encourage discussion,100,15211,6.46,encourage discussion,3.07,2,3,180.21,295.44,351.36,377.72,0,1,27,98
encourage,dissent,encourage dissent,100,Not found,Not found,Not found,2.17,3,3,65.304,91.841,101.36,107.56,0,1,27,45
encourage,doubt,encourage doubt,100,Not found,Not found,Not found,1.79,2,3,158.05,239.27,270.23,288.3,0,1,27,88
encourage,habit,encourage habit,100,Not found,Not found,Not found,2.76,6,3,124.43,184.5,207.67,221.79,0,1,27,85
encourage,hate,encourage hate,100,Not found,Not found,Not found,1.97,1,3,60.282,84.845,95.871,102.6,0,1,27,58
encourage,hope,encourage hope,100,Not found,Not found,Not found,1.25,6,3,166.95,241.91,272.45,287.77,0,1,27,93
encourage,living,encourage living,100,Not found,Not found,Not found,3.04,4,3,118.05,167.4,183.13,190.2,0,1,27,68
encourage,marriage,encourage marriage,100,Not found,Not found,Not found,2.51,4,3,196.35,296.41,331.1,348.3,0,1,27,95
encourage,party,encourage party,100,9853,5.66,parties are encouraged,3.89,5,3,161.4,244.31,287.75,312.33,0,1,27,92
encourage,player,encourage player,100,17933,6.25,encourage players,4.15,5,3,226.69,338.56,382.77,407.1,0,1,27,94
encourage,pride,encourage pride,100,Not found,Not found,Not found,1.66,5,3,105.29,146.53,161.59,171.11,0,1,27,84
encourage,racism,encourage racism,100,Not found,Not found,Not found,2.36,2,3,94.579,134.49,155.54,172.51,0,1,27,86
encourage,responsibility,encourage responsibility,100,Not found,Not found,Not found,1.4,3,3,139.46,206.54,231.4,249.11,0,1,27,94
encourage,soldier,encourage soldier,100,Not found,Not found,Not found,4.72,2,3,146.17,236.65,278.07,301.43,0,1,27,89
encourage,spending,encourage spending,100,Not found,Not found,Not found,3.31,2,3,78.229,122.43,144.17,157.7,0,1,27,91
encourage,talent,encourage talent,100,Not found,Not found,Not found,2.19,2,3,149.46,215.84,243.88,261.1,0,1,27,94
encourage,terror,encourage terror,100,Not found,Not found,Not found,2.43,4,3,89.753,127.38,141.12,150.15,0,1,27,78
encourage,terrorist,encourage terrorist,100,Not found,Not found,Not found,3.64,1,3,85.007,132.96,160.49,178.63,0,1,27,90
encourage,trust,encourage trust,100,Not found,Not found,Not found,2.04,6,3,146.8,212.51,243.01,258.24,0,1,27,95
encourage,visit,encourage visit,100,Not found,Not found,Not found,3.92,5,3,204.08,327.1,373.4,400.14,0,1,27,95
encourage,voter,encourage voter,100,Not found,Not found,Not found,3.93,1,3,113.27,163.03,184.22,197.0,0,1,27,88
end,abuse,end abuse,100,5565,5.59,end the abuse,2.71,3,4,95.851,150.62,181.18,201.53,0,1,31,92
end,ban,end ban,100,Not found,Not found,Not found,2.37,5,4,108.72,169.3,203.52,222.15,0,1,31,92
end,campaign,end campaign,100,12329,6.36,campaign ended,3.0,4,4,234.82,326.5,365.57,390.31,0,1,31,93
end,chance,end chance,100,Not found,Not found,Not found,1.64,5,4,145.16,211.81,236.5,250.46,0,1,31,97
end,competition,end competition,100,Not found,Not found,Not found,3.86,4,4,146.29,235.72,281.35,307.68,0,1,31,90
end,confusion,end confusion,100,Not found,Not found,Not found,2.24,5,4,118.8,177.89,200.35,212.85,0,1,31,87
end,contract,end contract,100,9498,5.95,contract ended,4.15,3,4,157.64,239.45,272.05,289.2,0,1,31,93
end,controversy,end controversy,100,Not found,Not found,Not found,2.29,1,4,146.19,222.23,259.61,281.54,0,1,31,84
end,conversation,end conversation,100,10061,6.16,end the conversation,3.28,1,4,166.81,255.38,299.17,324.56,0,1,31,98
end,crisis,end crisis,100,9369,6.22,end the crisis,2.33,2,4,139.99,213.55,249.27,271.87,0,1,31,89
end,darkness,end darkness,100,Not found,Not found,Not found,3.85,6,4,114.39,168.09,194.04,209.34,0,1,31,78
end,debate,end debate,100,7032,5.83,end debate,3.18,2,4,184.93,291.91,338.79,365.58,0,1,31,94
end,discussion,end discussion,100,6988,5.46,end the discussion,3.07,2,4,180.21,295.44,351.36,377.72,0,1,31,98
end,doubt,end doubt,100,Not found,Not found,Not found,1.79,2,4,158.05,239.27,270.23,288.3,0,1,31,88
end,dream,end dream,100,Not found,Not found,Not found,2.6,6,4,147.1,213.55,239.31,254.22,0,1,31,93
end,fight,end fight,100,8737,6.13,end the fight,4.2,5,4,166.91,274.84,323.71,354.02,0,1,31,93
end,hate,end hate,100,Not found,Not found,Not found,1.97,1,4,60.282,84.845,95.871,102.6,0,1,31,58
end,hope,end hope,100,Not found,Not found,Not found,1.25,6,4,166.95,241.91,272.45,287.77,0,1,31,93
end,kiss,end kiss,100,Not found,Not found,Not found,4.48,4,4,79.436,123.41,140.16,149.2,0,1,31,62
end,marriage,end marriage,100,18848,7.27,marriage ended,2.51,4,4,196.35,296.41,331.1,348.3,0,1,31,95
end,nonsense,end nonsense,100,Not found,Not found,Not found,2.38,2,4,61.401,95.296,109.2,118.44,0,1,31,73
end,question,end question,100,5903,4.05,open ended questions,3.36,6,4,211.73,299.72,335.13,354.36,0,1,31,94
end,racism,end racism,100,Not found,Not found,Not found,2.36,2,4,94.579,134.49,155.54,172.51,0,1,31,86
end,rule,end rule,100,6741,5.1,rule ended,2.57,12,4,177.48,280.06,326.59,358.7,0,1,31,96
end,scene,end scene,100,Not found,Not found,Not found,3.93,10,4,236.31,326.09,358.85,376.01,0,1,31,95
end,sentence,end sentence,100,6540,5.64,end a sentence,3.57,3,4,120.5,167.75,185.71,195.53,0,1,31,99
end,silence,end silence,100,Not found,Not found,Not found,3.33,4,4,107.25,151.56,168.73,179.07,0,1,31,76
end,story,end story,100,11145,5.12,end the story,3.3,6,4,197.18,328.22,376.06,402.62,0,1,31,98
end,tale,end tale,100,Not found,Not found,Not found,3.23,2,4,178.08,277.38,316.31,343.61,0,1,31,91
end,terror,end terror,100,Not found,Not found,Not found,2.43,4,4,89.753,127.38,141.12,150.15,0,1,31,78
end,visit,end visit,100,Not found,Not found,Not found,3.92,5,4,204.08,327.1,373.4,400.14,0,1,31,95
endorse,campaign,endorse campaign,100,2335,5.23,endorsed the campaign,3.0,4,4,234.82,326.5,365.57,390.31,0,1,1,93
endow,fund,endow fund,100,6084,6.4,endowed fund,3.18,3,2,147.28,207.45,229.19,247.48,0,1,1,94
endure,abuse,endure abuse,100,3052,6.81,endured abuse,2.71,3,7,95.851,150.62,181.18,201.53,0,1,3,92
endure,racism,endure racism,100,Not found,Not found,Not found,2.36,2,7,94.579,134.49,155.54,172.51,0,1,3,86
endure,terror,endure terror,100,Not found,Not found,Not found,2.43,4,7,89.753,127.38,141.12,150.15,0,1,3,78
energize,voter,energize voter,100,1030,5.97,energize voters,3.93,1,2,113.27,163.03,184.22,197.0,0,1,1,88
enforce,ban,enforce ban,100,8597,7.85,enforce the ban,2.37,5,2,108.72,169.3,203.52,222.15,0,1,6,92
enforce,contract,enforce contract,100,8028,6.67,enforce contracts,4.15,3,2,157.64,239.45,272.05,289.2,0,1,6,93
enforce,law,enforce law,100,116171,9.75,enforce the law,2.57,7,2,136.56,216.4,271.88,309.43,0,1,6,95
enforce,privacy,enforce privacy,100,Not found,Not found,Not found,1.5,2,2,60.69,97.554,110.21,116.38,0,1,6,93
enforce,rule,enforce rule,100,48298,8.62,enforce the rules,2.57,12,2,177.48,280.06,326.59,358.7,0,1,6,96
enforce,silence,enforce silence,100,1175,5.12,enforced silence,3.33,4,2,107.25,151.56,168.73,179.07,0,1,6,76
engage,army,engage army,100,Not found,Not found,Not found,4.7,3,10,127.38,213.56,259.99,294.17,0,1,15,96
engage,attention,engage attention,100,5922,5.07,engage the attention,2.3,6,10,133.07,191.66,213.39,223.75,0,1,15,96
engage,brain,engage brain,100,3801,5.75,engage your brain,4.69,5,10,120.31,177.7,212.37,233.34,0,1,15,91
engage,child,engage child,100,19211,6.12,engage children,4.78,4,10,201.04,295.22,346.37,384.22,0,1,15,97
engage,enemy,engage enemy,100,10421,7.01,engage the enemy,2.83,4,10,148.22,227.71,259.5,276.9,0,1,15,96
engage,mind,engage mind,100,7378,6.02,engage the mind,2.5,7,10,197.15,276.78,313.43,334.55,0,1,15,98
engage,muscle,engage muscle,100,3030,5.49,muscles engaged,4.5,5,10,91.117,146.9,175.42,195.22,0,1,15,94
engage,officer,engage officer,100,3069,4.93,officers engaged in,4.8,4,10,200.25,288.09,326.95,352.01,0,1,15,91
engage,party,engage party,100,6378,5.61,parties engaged,3.89,5,10,161.4,244.31,287.75,312.33,0,1,15,92
engage,player,engage player,100,5616,5.04,players engaged,4.15,5,10,226.69,338.56,382.77,407.1,0,1,15,94
engage,soldier,engage soldier,100,Not found,Not found,Not found,4.72,2,10,146.17,236.65,278.07,301.43,0,1,15,89
engage,talent,engage talent,100,Not found,Not found,Not found,2.19,2,10,149.46,215.84,243.88,261.1,0,1,15,94
engage,target,engage target,100,6567,6.07,engage targets,4.11,5,10,165.15,233.33,258.47,270.78,0,1,15,95
engage,terrorist,engage terrorist,100,Not found,Not found,Not found,3.64,1,10,85.007,132.96,160.49,178.63,0,1,15,90
engage,voter,engage voter,100,Not found,Not found,Not found,3.93,1,10,113.27,163.03,184.22,197.0,0,1,15,88
engender,confidence,engender confidence,100,1203,5.29,engender confidence,2.17,5,2,114.6,160.91,178.32,187.72,0,1,6,95
engender,confusion,engender confusion,100,481,5.03,confusion engendered by,2.24,5,2,118.8,177.89,200.35,212.85,0,1,6,87
engender,controversy,engender controversy,100,671,5.97,engendered controversy,2.29,1,2,146.19,222.23,259.61,281.54,0,1,6,84
engender,pride,engender pride,100,339,4.62,engender pride,1.66,5,2,105.29,146.53,161.59,171.11,0,1,6,84
engender,resentment,engender resentment,100,309,6.19,engender resentment,1.78,1,2,65.466,105.55,126.74,139.17,0,1,6,51
engender,trust,engender trust,100,2371,6.66,engender trust,2.04,6,2,146.8,212.51,243.01,258.24,0,1,6,95
engineer,crop,engineer crop,100,5508,7.73,genetically engineered crops,4.24,6,2,130.57,186.59,211.43,228.77,0,1,1,94
engrave,stone,engrave stone,100,1892,6.11,engraved stones,4.72,13,4,159.19,242.89,279.87,302.48,0,1,1,91
enhance,chance,enhance chance,100,6748,5.04,enhance your chances,1.64,5,2,145.16,211.81,236.5,250.46,0,1,19,97
enhance,competition,enhance competition,100,Not found,Not found,Not found,3.86,4,2,146.29,235.72,281.35,307.68,0,1,19,90
enhance,confidence,enhance confidence,100,5007,5.52,enhance confidence,2.17,5,2,114.6,160.91,178.32,187.72,0,1,19,95
enhance,ego,enhance ego,100,Not found,Not found,Not found,1.74,3,2,71.854,105.1,119.65,127.07,0,1,19,72
enhance,image,enhance image,100,13096,5.94,enhance the image,3.85,9,2,179.93,316.21,370.25,403.89,0,1,19,95
enhance,joy,enhance joy,100,Not found,Not found,Not found,2.37,2,2,107.12,161.36,189.58,205.58,0,1,19,88
enhance,living,enhance living,100,Not found,Not found,Not found,3.04,4,2,118.05,167.4,183.13,190.2,0,1,19,68
enhance,potential,enhance potential,100,5266,5.27,enhance the potential,1.91,2,2,154.16,221.87,249.35,265.29,0,1,19,97
enhance,pride,enhance pride,100,Not found,Not found,Not found,1.66,5,2,105.29,146.53,161.59,171.11,0,1,19,84
enhance,privacy,enhance privacy,100,Not found,Not found,Not found,1.5,2,2,60.69,97.554,110.21,116.38,0,1,19,93
enhance,profit,enhance profit,100,Not found,Not found,Not found,3.07,2,2,59.81,135.58,177.33,201.82,0,1,19,95
enhance,relation,enhance relation,100,Not found,Not found,Not found,2.11,6,2,234.35,333.67,369.06,392.03,0,1,19,97
enhance,reputation,enhance reputation,100,11563,6.78,enhance the reputation,1.64,3,2,181.29,254.1,285.24,303.63,0,1,19,96
enhance,resume,enhance resume,100,Not found,Not found,Not found,4.0,2,2,27.161,37.773,42.021,44.429,0,1,19,88
enhance,skill,enhance skill,100,42591,7.77,enhance their skills,2.17,2,2,158.2,237.46,270.14,289.39,0,1,19,86
enhance,smile,enhance smile,100,Not found,Not found,Not found,4.5,1,2,103.53,159.95,184.24,198.92,0,1,19,85
enhance,success,enhance success,100,5336,5.18,enhance the success,2.21,4,2,194.18,295.66,331.23,349.41,0,1,19,97
enhance,tone,enhance tone,100,Not found,Not found,Not found,3.07,10,2,168.02,248.56,285.18,303.36,0,1,19,94
enhance,trust,enhance trust,100,Not found,Not found,Not found,2.04,6,2,146.8,212.51,243.01,258.24,0,1,19,95
enjoin,silence,enjoin silence,100,272,4.82,enjoined silence,3.33,4,2,107.25,151.56,168.73,179.07,0,1,1,76
enjoy,attention,enjoy attention,100,Not found,Not found,Not found,2.3,6,5,133.07,191.66,213.39,223.75,0,1,54,96
enjoy,basket,enjoy basket,100,Not found,Not found,Not found,5.0,4,5,92.968,137.82,159.48,172.87,0,1,54,88
